camada	grupo	tratamiento	camada_grupo	feto	n_camada	muertos_camada	muerte
7	1	Sin_tratamiento_bajo_hierro	7	2	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	3	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	4	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	5	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	6	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	7	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	8	9	9	1
7	1	Sin_tratamiento_bajo_hierro	7	9	9	9	1
8	1	Sin_tratamiento_bajo_hierro	8	1	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	2	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	3	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	4	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	5	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	6	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	7	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	8	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	9	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	10	11	11	1
8	1	Sin_tratamiento_bajo_hierro	8	11	11	11	1
9	1	Sin_tratamiento_bajo_hierro	9	1	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	2	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	3	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	4	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	5	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	6	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	7	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	8	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	9	10	10	1
9	1	Sin_tratamiento_bajo_hierro	9	10	10	10	1
10	1	Sin_tratamiento_bajo_hierro	10	1	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	2	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	3	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	4	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	5	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	6	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	7	10	7	1
10	1	Sin_tratamiento_bajo_hierro	10	8	10	7	0
10	1	Sin_tratamiento_bajo_hierro	10	9	10	7	0
10	1	Sin_tratamiento_bajo_hierro	10	10	10	7	0
11	1	Sin_tratamiento_bajo_hierro	11	1	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	2	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	3	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	4	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	5	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	6	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	7	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	8	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	9	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	10	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	11	12	12	1
11	1	Sin_tratamiento_bajo_hierro	11	12	12	12	1
12	1	Sin_tratamiento_bajo_hierro	12	1	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	2	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	3	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	4	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	5	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	6	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	7	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	8	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	9	10	9	1
12	1	Sin_tratamiento_bajo_hierro	12	10	10	9	0
13	1	Sin_tratamiento_bajo_hierro	13	1	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	2	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	3	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	4	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	5	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	6	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	7	8	8	1
13	1	Sin_tratamiento_bajo_hierro	13	8	8	8	1
14	1	Sin_tratamiento_bajo_hierro	14	1	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	2	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	3	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	4	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	5	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	6	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	7	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	8	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	9	11	9	1
14	1	Sin_tratamiento_bajo_hierro	14	10	11	9	0
14	1	Sin_tratamiento_bajo_hierro	14	11	11	9	0
15	1	Sin_tratamiento_bajo_hierro	15	1	6	4	1
15	1	Sin_tratamiento_bajo_hierro	15	2	6	4	1
15	1	Sin_tratamiento_bajo_hierro	15	3	6	4	1
15	1	Sin_tratamiento_bajo_hierro	15	4	6	4	1
15	1	Sin_tratamiento_bajo_hierro	15	5	6	4	0
15	1	Sin_tratamiento_bajo_hierro	15	6	6	4	0
16	1	Sin_tratamiento_bajo_hierro	16	1	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	2	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	3	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	4	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	5	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	6	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	7	9	7	1
16	1	Sin_tratamiento_bajo_hierro	16	8	9	7	0
16	1	Sin_tratamiento_bajo_hierro	16	9	9	7	0
17	1	Sin_tratamiento_bajo_hierro	17	1	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	2	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	3	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	4	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	5	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	6	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	7	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	8	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	9	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	10	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	11	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	12	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	13	14	14	1
17	1	Sin_tratamiento_bajo_hierro	17	14	14	14	1
18	1	Sin_tratamiento_bajo_hierro	18	1	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	2	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	3	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	4	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	5	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	6	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	7	12	7	1
18	1	Sin_tratamiento_bajo_hierro	18	8	12	7	0
18	1	Sin_tratamiento_bajo_hierro	18	9	12	7	0
18	1	Sin_tratamiento_bajo_hierro	18	10	12	7	0
18	1	Sin_tratamiento_bajo_hierro	18	11	12	7	0
18	1	Sin_tratamiento_bajo_hierro	18	12	12	7	0
19	1	Sin_tratamiento_bajo_hierro	19	1	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	2	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	3	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	4	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	5	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	6	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	7	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	8	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	9	11	9	1
19	1	Sin_tratamiento_bajo_hierro	19	10	11	9	0
19	1	Sin_tratamiento_bajo_hierro	19	11	11	9	0
20	1	Sin_tratamiento_bajo_hierro	20	1	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	2	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	3	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	4	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	5	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	6	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	7	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	8	13	8	1
20	1	Sin_tratamiento_bajo_hierro	20	9	13	8	0
20	1	Sin_tratamiento_bajo_hierro	20	10	13	8	0
20	1	Sin_tratamiento_bajo_hierro	20	11	13	8	0
20	1	Sin_tratamiento_bajo_hierro	20	12	13	8	0
20	1	Sin_tratamiento_bajo_hierro	20	13	13	8	0
21	1	Sin_tratamiento_bajo_hierro	21	1	14	5	1
21	1	Sin_tratamiento_bajo_hierro	21	2	14	5	1
21	1	Sin_tratamiento_bajo_hierro	21	3	14	5	1
21	1	Sin_tratamiento_bajo_hierro	21	4	14	5	1
21	1	Sin_tratamiento_bajo_hierro	21	5	14	5	1
21	1	Sin_tratamiento_bajo_hierro	21	6	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	7	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	8	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	9	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	10	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	11	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	12	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	13	14	5	0
21	1	Sin_tratamiento_bajo_hierro	21	14	14	5	0
22	1	Sin_tratamiento_bajo_hierro	22	1	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	2	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	3	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	4	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	5	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	6	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	7	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	8	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	9	10	10	1
22	1	Sin_tratamiento_bajo_hierro	22	10	10	10	1
23	1	Sin_tratamiento_bajo_hierro	23	1	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	2	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	3	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	4	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	5	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	6	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	7	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	8	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	9	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	10	12	10	1
23	1	Sin_tratamiento_bajo_hierro	23	11	12	10	0
23	1	Sin_tratamiento_bajo_hierro	23	12	12	10	0
24	1	Sin_tratamiento_bajo_hierro	24	1	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	2	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	3	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	4	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	5	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	6	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	7	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	8	13	8	1
24	1	Sin_tratamiento_bajo_hierro	24	9	13	8	0
24	1	Sin_tratamiento_bajo_hierro	24	10	13	8	0
24	1	Sin_tratamiento_bajo_hierro	24	11	13	8	0
24	1	Sin_tratamiento_bajo_hierro	24	12	13	8	0
24	1	Sin_tratamiento_bajo_hierro	24	13	13	8	0
25	1	Sin_tratamiento_bajo_hierro	25	1	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	2	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	3	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	4	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	5	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	6	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	7	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	8	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	9	10	10	1
25	1	Sin_tratamiento_bajo_hierro	25	10	10	10	1
26	1	Sin_tratamiento_bajo_hierro	26	1	14	3	1
26	1	Sin_tratamiento_bajo_hierro	26	2	14	3	1
26	1	Sin_tratamiento_bajo_hierro	26	3	14	3	1
26	1	Sin_tratamiento_bajo_hierro	26	4	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	5	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	6	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	7	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	8	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	9	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	10	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	11	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	12	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	13	14	3	0
26	1	Sin_tratamiento_bajo_hierro	26	14	14	3	0
27	1	Sin_tratamiento_bajo_hierro	27	1	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	2	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	3	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	4	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	5	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	6	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	7	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	8	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	9	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	10	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	11	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	12	13	13	1
27	1	Sin_tratamiento_bajo_hierro	27	13	13	13	1
28	1	Sin_tratamiento_bajo_hierro	28	1	4	3	1
28	1	Sin_tratamiento_bajo_hierro	28	2	4	3	1
28	1	Sin_tratamiento_bajo_hierro	28	3	4	3	1
28	1	Sin_tratamiento_bajo_hierro	28	4	4	3	0
29	1	Sin_tratamiento_bajo_hierro	29	1	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	2	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	3	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	4	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	5	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	6	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	7	8	8	1
29	1	Sin_tratamiento_bajo_hierro	29	8	8	8	1
30	1	Sin_tratamiento_bajo_hierro	30	1	13	5	1
30	1	Sin_tratamiento_bajo_hierro	30	2	13	5	1
30	1	Sin_tratamiento_bajo_hierro	30	3	13	5	1
30	1	Sin_tratamiento_bajo_hierro	30	4	13	5	1
30	1	Sin_tratamiento_bajo_hierro	30	5	13	5	1
30	1	Sin_tratamiento_bajo_hierro	30	6	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	7	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	8	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	9	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	10	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	11	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	12	13	5	0
30	1	Sin_tratamiento_bajo_hierro	30	13	13	5	0
31	1	Sin_tratamiento_bajo_hierro	31	1	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	2	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	3	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	4	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	5	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	6	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	7	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	8	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	9	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	10	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	11	12	12	1
31	1	Sin_tratamiento_bajo_hierro	31	12	12	12	1
32	2	Inyecciones_dias_7_y_10	1	1	10	1	1
32	2	Inyecciones_dias_7_y_10	1	2	10	1	0
32	2	Inyecciones_dias_7_y_10	1	3	10	1	0
32	2	Inyecciones_dias_7_y_10	1	4	10	1	0
32	2	Inyecciones_dias_7_y_10	1	5	10	1	0
32	2	Inyecciones_dias_7_y_10	1	6	10	1	0
32	2	Inyecciones_dias_7_y_10	1	7	10	1	0
32	2	Inyecciones_dias_7_y_10	1	8	10	1	0
32	2	Inyecciones_dias_7_y_10	1	9	10	1	0
32	2	Inyecciones_dias_7_y_10	1	10	10	1	0
33	2	Inyecciones_dias_7_y_10	2	1	3	1	1
33	2	Inyecciones_dias_7_y_10	2	2	3	1	0
33	2	Inyecciones_dias_7_y_10	2	3	3	1	0
34	2	Inyecciones_dias_7_y_10	3	1	13	1	1
34	2	Inyecciones_dias_7_y_10	3	2	13	1	0
34	2	Inyecciones_dias_7_y_10	3	3	13	1	0
34	2	Inyecciones_dias_7_y_10	3	4	13	1	0
34	2	Inyecciones_dias_7_y_10	3	5	13	1	0
34	2	Inyecciones_dias_7_y_10	3	6	13	1	0
34	2	Inyecciones_dias_7_y_10	3	7	13	1	0
34	2	Inyecciones_dias_7_y_10	3	8	13	1	0
34	2	Inyecciones_dias_7_y_10	3	9	13	1	0
34	2	Inyecciones_dias_7_y_10	3	10	13	1	0
34	2	Inyecciones_dias_7_y_10	3	11	13	1	0
34	2	Inyecciones_dias_7_y_10	3	12	13	1	0
34	2	Inyecciones_dias_7_y_10	3	13	13	1	0
35	2	Inyecciones_dias_7_y_10	4	1	12	0	0
35	2	Inyecciones_dias_7_y_10	4	2	12	0	0
35	2	Inyecciones_dias_7_y_10	4	3	12	0	0
35	2	Inyecciones_dias_7_y_10	4	4	12	0	0
35	2	Inyecciones_dias_7_y_10	4	5	12	0	0
35	2	Inyecciones_dias_7_y_10	4	6	12	0	0
35	2	Inyecciones_dias_7_y_10	4	7	12	0	0
35	2	Inyecciones_dias_7_y_10	4	8	12	0	0
35	2	Inyecciones_dias_7_y_10	4	9	12	0	0
35	2	Inyecciones_dias_7_y_10	4	10	12	0	0
35	2	Inyecciones_dias_7_y_10	4	11	12	0	0
35	2	Inyecciones_dias_7_y_10	4	12	12	0	0
36	2	Inyecciones_dias_7_y_10	5	1	14	4	1
36	2	Inyecciones_dias_7_y_10	5	2	14	4	1
36	2	Inyecciones_dias_7_y_10	5	3	14	4	1
36	2	Inyecciones_dias_7_y_10	5	4	14	4	1
36	2	Inyecciones_dias_7_y_10	5	5	14	4	0
36	2	Inyecciones_dias_7_y_10	5	6	14	4	0
36	2	Inyecciones_dias_7_y_10	5	7	14	4	0
36	2	Inyecciones_dias_7_y_10	5	8	14	4	0
36	2	Inyecciones_dias_7_y_10	5	9	14	4	0
36	2	Inyecciones_dias_7_y_10	5	10	14	4	0
36	2	Inyecciones_dias_7_y_10	5	11	14	4	0
36	2	Inyecciones_dias_7_y_10	5	12	14	4	0
36	2	Inyecciones_dias_7_y_10	5	13	14	4	0
36	2	Inyecciones_dias_7_y_10	5	14	14	4	0
37	2	Inyecciones_dias_7_y_10	6	1	9	2	1
37	2	Inyecciones_dias_7_y_10	6	2	9	2	1
37	2	Inyecciones_dias_7_y_10	6	3	9	2	0
37	2	Inyecciones_dias_7_y_10	6	4	9	2	0
37	2	Inyecciones_dias_7_y_10	6	5	9	2	0
37	2	Inyecciones_dias_7_y_10	6	6	9	2	0
37	2	Inyecciones_dias_7_y_10	6	7	9	2	0
37	2	Inyecciones_dias_7_y_10	6	8	9	2	0
37	2	Inyecciones_dias_7_y_10	6	9	9	2	0
38	2	Inyecciones_dias_7_y_10	7	1	13	2	1
38	2	Inyecciones_dias_7_y_10	7	2	13	2	1
38	2	Inyecciones_dias_7_y_10	7	3	13	2	0
38	2	Inyecciones_dias_7_y_10	7	4	13	2	0
38	2	Inyecciones_dias_7_y_10	7	5	13	2	0
38	2	Inyecciones_dias_7_y_10	7	6	13	2	0
38	2	Inyecciones_dias_7_y_10	7	7	13	2	0
38	2	Inyecciones_dias_7_y_10	7	8	13	2	0
38	2	Inyecciones_dias_7_y_10	7	9	13	2	0
38	2	Inyecciones_dias_7_y_10	7	10	13	2	0
38	2	Inyecciones_dias_7_y_10	7	11	13	2	0
38	2	Inyecciones_dias_7_y_10	7	12	13	2	0
38	2	Inyecciones_dias_7_y_10	7	13	13	2	0
39	2	Inyecciones_dias_7_y_10	8	1	16	1	1
39	2	Inyecciones_dias_7_y_10	8	2	16	1	0
39	2	Inyecciones_dias_7_y_10	8	3	16	1	0
39	2	Inyecciones_dias_7_y_10	8	4	16	1	0
39	2	Inyecciones_dias_7_y_10	8	5	16	1	0
39	2	Inyecciones_dias_7_y_10	8	6	16	1	0
39	2	Inyecciones_dias_7_y_10	8	7	16	1	0
39	2	Inyecciones_dias_7_y_10	8	8	16	1	0
39	2	Inyecciones_dias_7_y_10	8	9	16	1	0
39	2	Inyecciones_dias_7_y_10	8	10	16	1	0
39	2	Inyecciones_dias_7_y_10	8	11	16	1	0
39	2	Inyecciones_dias_7_y_10	8	12	16	1	0
39	2	Inyecciones_dias_7_y_10	8	13	16	1	0
39	2	Inyecciones_dias_7_y_10	8	14	16	1	0
39	2	Inyecciones_dias_7_y_10	8	15	16	1	0
39	2	Inyecciones_dias_7_y_10	8	16	16	1	0
40	2	Inyecciones_dias_7_y_10	9	1	11	0	0
40	2	Inyecciones_dias_7_y_10	9	2	11	0	0
40	2	Inyecciones_dias_7_y_10	9	3	11	0	0
40	2	Inyecciones_dias_7_y_10	9	4	11	0	0
40	2	Inyecciones_dias_7_y_10	9	5	11	0	0
40	2	Inyecciones_dias_7_y_10	9	6	11	0	0
40	2	Inyecciones_dias_7_y_10	9	7	11	0	0
40	2	Inyecciones_dias_7_y_10	9	8	11	0	0
40	2	Inyecciones_dias_7_y_10	9	9	11	0	0
40	2	Inyecciones_dias_7_y_10	9	10	11	0	0
40	2	Inyecciones_dias_7_y_10	9	11	11	0	0
41	2	Inyecciones_dias_7_y_10	10	1	4	0	0
41	2	Inyecciones_dias_7_y_10	10	2	4	0	0
41	2	Inyecciones_dias_7_y_10	10	3	4	0	0
41	2	Inyecciones_dias_7_y_10	10	4	4	0	0
42	2	Inyecciones_dias_7_y_10	11	1	1	0	0
43	2	Inyecciones_dias_7_y_10	12	1	12	0	0
43	2	Inyecciones_dias_7_y_10	12	2	12	0	0
43	2	Inyecciones_dias_7_y_10	12	3	12	0	0
43	2	Inyecciones_dias_7_y_10	12	4	12	0	0
43	2	Inyecciones_dias_7_y_10	12	5	12	0	0
43	2	Inyecciones_dias_7_y_10	12	6	12	0	0
43	2	Inyecciones_dias_7_y_10	12	7	12	0	0
43	2	Inyecciones_dias_7_y_10	12	8	12	0	0
43	2	Inyecciones_dias_7_y_10	12	9	12	0	0
